bill,year,date_intro,title,act,sector
H.617,2016,1/22/16,"An act relating to probation, parole, and furlough conditions",,
H.616,2016,1/22/16,An act relating to requiring notice when conveying property on which a dam is located,,
H.624,2016,1/22/16,An act relating to the appraisal of open land under the Use Value Appraisal Program,,
H.619,2016,1/22/16,An act relating to the Commissioner of Financial Regulation and information-sharing agreements,,
H.627,2016,1/22/16,"An act relating to the definition of ""excess spending"" for allowable growth calculation",,
H.612,2016,1/22/16,An act relating to the licensure of speech-language pathologists and audiologists,,
H.621,2016,1/22/16,An act relating to the motor fuel tax and diesel tax,,
H.626,2016,1/22/16,An act relating to the Unused Prescription Drug Repository Program,,
H.629,2016,1/26/16,An act relating to a study committee to examine laws related to the administration and issuance of vital records,110,?
H.640,2016,1/26/16,An act relating to expenses for the repair of town cemeteries,85,?
H.642,2016,1/26/16,An act relating to a working group concerning the Division of Vocational Rehabilitation,,
H.638,2016,1/26/16,An act relating to assessment of points for convictions of violating the law against handheld use of portable electronic devices while driving,,
H.635,2016,1/26/16,An act relating to local land use bylaws and affordable housing,,
H.628,2016,1/26/16,An act relating to Medicaid coverage for doula services,,
H.639,2016,1/26/16,An act relating to pulse oximetry to screen newborns for congenital heart defects,,
H.630,2016,1/26/16,An act relating to required reporting of air conditioner refrigerant in motor vehicles,,
H.634,2016,1/26/16,An act relating to solar generation and renewable energy credits,,
H.641,2016,1/26/16,An act relating to the definition of consent,,
H.633,2016,1/26/16,An act relating to the distributed renewable generation category of the Renewable Energy Standard,,
H.636,2016,1/26/16,An act relating to the payment of tuition by a unified union school district that designates one or more schools as the public high school of the district,,
H.637,2016,1/26/16,An act relating to the requirement to pass a civics test for high school graduation,,
H.631,2016,1/26/16,An act relating to use of firearm suppressors at sport shooting ranges,,
H.632,2016,1/26/16,An act relating to use of gun suppressors at sport shooting ranges,,
H.690,2016,1/27/16,An act relating to the practice of acupuncture by health care professionals acting within their scope of practice.,111,Health Care
H.677,2016,1/27/16,An act relating to the Restitution Unit,96,?
H.674,2016,1/27/16,An act relating to public notice of wastewater discharges,86,Environment
H.669,2016,1/27/16,An act relating to a Department of Labor study and report concerning workers' compensation and opiate abuse,,
H.650,2016,1/27/16,An act relating to a General Fund appropriation to the Vermont Veterans' Home,,
H.689,2016,1/27/16,An act relating to a Universal Basic Income study,,
H.681,2016,1/27/16,An act relating to access to employee restrooms for individuals living with an inflammatory bowel disease,,
H.662,2016,1/27/16,An act relating to Act 250 and slate quarries,,
H.661,2016,1/27/16,An act relating to Agency of Natural Resources permits to be used in proceedings under 10 V.S.A. chapter 151,,
H.651,2016,1/27/16,An act relating to allowing pregnant individuals to enroll in Exchange plans at any time,,
H.673,2016,1/27/16,An act relating to alternative work arrangements,,
H.668,2016,1/27/16,An act relating to an Adult Protective Services consultation prior to issuing certain prescriptions,,
H.698,2016,1/27/16,An act relating to centralized permitting of overweight vehicles,,
H.693,2016,1/27/16,An act relating to creating an economic development specialist,,
H.656,2016,1/27/16,An act relating to creating an education tax that is adjusted by income for all taxpayers,,
H.671,2016,1/27/16,An act relating to creating the Veterans Entrepreneurship Program,,
H.670,2016,1/27/16,An act relating to electronic voting for cooperative members,,
H.660,2016,1/27/16,An act relating to energy facility siting,,
H.664,2016,1/27/16,An act relating to entering into a statewide contract with public school teachers and capping teachers' salaries,,
H.700,2016,1/27/16,An act relating to establishing a Vermont Crafts Crawl,,
H.647,2016,1/27/16,An act relating to excluded from household income amounts earned by an adult child who lived in the household for less than six months,,
H.649,2016,1/27/16,"An act relating to exempting from the statewide education property tax a property owner who is 80 years of age or older, has owned and resided in the home for 50 years or more, and has an income of $25,000.00 or less",,
H.688,2016,1/27/16,An act relating to good cause employment,,
H.654,2016,1/27/16,An act relating to intermunicipal health insurance agreements,,
H.663,2016,1/27/16,An act relating to land use and environmental permit processing,,
H.691,2016,1/27/16,An act relating to leasing State property to a private entity,,
H.682,2016,1/27/16,An act relating to Medicare supplemental plans for dual eligible Medicaid beneficiaries,,
H.692,2016,1/27/16,An act relating to miscellaneous changes to economic development programs,,
H.687,2016,1/27/16,An act relating to miscellaneous provisions to combat opioid abuse,,
H.685,2016,1/27/16,An act relating to nonresidential improvement fraud,,
H.644,2016,1/27/16,An act relating to nuisance suits against forestry operations,,
H.696,2016,1/27/16,"An act relating to patient testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel",,
H.655,2016,1/27/16,An act relating to preserving Medicare benefits,,
H.686,2016,1/27/16,An act relating to prohibiting smoking in multi-unit housing,,
H.658,2016,1/27/16,An act relating to reauthorizing the fuel gross receipts tax,,
H.646,2016,1/27/16,An act relating to reclaiming a Vermont Employment Growth Incentive,,
H.672,2016,1/27/16,An act relating to repealing the Position Pilot Program,,
H.684,2016,1/27/16,An act relating to residential treatment units within the Department of Corrections,,
H.694,2016,1/27/16,An act relating to responsibility for providing transportation services,,
H.683,2016,1/27/16,An act relating to revenues designated for the Vermont Housing and Conservation Trust Fund,,
H.667,2016,1/27/16,An act relating to safe disposal of certain unused medications,,
H.652,2016,1/27/16,An act relating to school district reporting to the Agency of Education,,
H.666,2016,1/27/16,An act relating to signage on State property regarding unlawful idling of motor vehicle engines,,
H.695,2016,1/27/16,An act relating to suspicion-based substance abuse testing and treatment for recipients of TANF,,
H.680,2016,1/27/16,An act relating to the assignment of payment for dental benefits,,
H.665,2016,1/27/16,An act relating to the confidentiality of archeological site location information,,
H.678,2016,1/27/16,An act relating to the manner in which average daily membership is computed for public high school students exercising school choice,,
H.679,2016,1/27/16,An act relating to the manner in which average daily membership is computed for public high school students exercising school choice,,
H.645,2016,1/27/16,An act relating to the Municipal Equipment Loan Fund,,
H.659,2016,1/27/16,An act relating to the prohibition of conversion therapy on minors,,
H.699,2016,1/27/16,An act relating to the registration of bicycles,,
H.653,2016,1/27/16,An act relating to the regulation of vision insurance plans,,
H.643,2016,1/27/16,An act relating to the right to appeal the State Board of Education's determination of eligibility for a small schools support grant,,
H.697,2016,1/27/16,An act relating to the shelter of animals,,
H.648,2016,1/27/16,An act relating to the Vermont National Guard Educational Assistance Program,,
H.676,2016,1/27/16,An act relating to Victims Compensation Board access to law enforcement records,,
H.675,2016,1/27/16,An act relating to victims' right to be heard at change of plea hearings,,
H.657,2016,1/27/16,An act relating to waiver of driver's license examinations,,
H.761,2016,1/28/16,An act relating to cataloguing and aligning health care performance measures,112,Health Care
H.778,2016,1/28/16,An act relating to State enforcement of the federal Food Safety Modernization Act,104,Agriculture
H.765,2016,1/28/16,An act relating to technical corrections,97,?
H.747,2016,1/28/16,An act relating to the State Treasurer's authority to intercept State funding to a municipality or school district in default from a Municipal Bond Bank borrowing,77,Government & Public Affairs
